デンプン粒の種類,粒径範囲
近衛信尹_イネ,6.622
近衛信尹_イネ,6.622
近衛信尹_イネ,6.622
近衛信尹_イネ,6.622
近衛信尹_イネ,6.622
近衛信尹_イネ,6.622
近衛信尹_イネ,6.622
近衛信尹_イネ,6.622
近衛信尹_イネ,6.622
近衛信尹_イネ,6.622
近衛信尹_イネ,6.622
近衛信尹_イネ,6.622
近衛信尹_イネ,6.622
近衛信尹_イネ,6.622
近衛信尹_イネ,6.622
近衛信尹_イネ,6.622
近衛信尹_イネ,6.622
近衛信尹_イネ,6.622
近衛信尹_イネ,6.622
近衛信尹_イネ,6.622
近衛信尹_イネ,6.622
近衛信尹_イネ,6.624
近衛信尹_イネ,6.624
近衛信尹_イネ,6.625
近衛信尹_イネ,6.625
近衛信尹_イネ,6.625
近衛信尹_イネ,6.625
近衛信尹_イネ,6.625
近衛信尹_イネ,6.625
近衛信尹_イネ,6.625
近衛信尹_イネ,6.625
近衛信尹_イネ,6.625
近衛信尹_イネ,6.625
近衛信尹_イネ,6.625
近衛信尹_イネ,6.625
近衛信尹_イネ,6.625
近衛信尹_イネ,6.625
近衛信尹_イネ,6.625
近衛信尹_イネ,6.625
近衛信尹_イネ,6.625
近衛信尹_イネ,6.625
現生イネ,6.67
現生イネ,6.67
現生イネ,6.67
現生イネ,6.67
現生イネ,6.67
現生イネ,6.67
近衛前久_イネ,6.797
現生イネ,6.8
近衛信尹_イネ,6.819
近衛信尹_イネ,6.819
近衛信尹_イネ,6.819
近衛信尹_イネ,6.819
近衛信尹_イネ,6.819
近衛信尹_イネ,6.822
近衛信尹_イネ,6.822
近衛信尹_イネ,6.822
近衛信尹_イネ,6.822
近衛信尹_イネ,6.822
近衛信尹_イネ,6.822
近衛信尹_イネ,6.825
近衛信尹_イネ,6.825
近衛信尹_イネ,6.825
近衛信尹_イネ,6.825
近衛信尹_イネ,6.825
近衛信尹_イネ,6.826
近衛信尹_イネ,6.828
近衛信尹_イネ,6.828
近衛信尹_イネ,6.828
近衛信尹_イネ,6.828
現生アワ,6.92
現生アワ,6.92
現生ヒエ,6.92
現生キビ,7.2
現生イネ,7.22
現生キビ,7.22
現生キビ,7.22
近衛信尹_イネ,7.4
近衛信尹_イネ,7.4
近衛信尹_イネ,7.4
近衛信尹_イネ,7.4
近衛信尹_イネ,7.403
近衛信尹_イネ,7.403
伊達政宗_トロロアオイ,7.5
伊達政宗_イネ,7.5
伊達政宗_イネ,7.5
伊達政宗_イネ,7.5
伊達政宗_イネ,7.5
伊達政宗_イネ,7.5
伊達政宗_イネ,7.5
伊達政宗_イネ,7.5
伊達政宗_イネ,7.5
伊達政宗_イネ,7.5
伊達政宗_イネ,7.5
近衛信尹_トロロアオイ,7.5
近衛信尹_トロロアオイ,7.5
近衛信尹_トロロアオイ,7.5
近衛信尹_トロロアオイ,7.5
近衛信尹_トロロアオイ,7.5
近衛信尹_トロロアオイ,7.5
近衛信尹_トロロアオイ,7.5
近衛信尹_トロロアオイ,7.5
近衛信尹_トロロアオイ,7.5
近衛信尹_トロロアオイ,7.5
近衛信尹_トロロアオイ,7.5
近衛信尹_イネ,7.5
近衛信尹_イネ,7.5
近衛信尹_イネ,7.5
近衛信尹_イネ,7.5
近衛信尹_イネ,7.5
近衛信尹_イネ,7.5
近衛信尹_イネ,7.5
近衛信尹_イネ,7.5
近衛信尹_イネ,7.5
近衛信尹_イネ,7.5
近衛信尹_イネ,7.5
近衛信尹_イネ,7.5
近衛信尹_イネ,7.5
近衛信尹_イネ,7.5
近衛信尹_イネ,7.5
近衛信尹_イネ,7.5
近衛信尹_イネ,7.5
現生アワ,7.69
現生アワ,7.69
現生アワ,7.69
現生アワ,7.69
現生アワ,7.69
現生ヒエ,7.69
現生ヒエ,7.69
現生ヒエ,7.69
現生イネ,7.78
近衛信尹_イネ,8.237
近衛信尹_イネ,8.237
近衛前久_イネ,8.245
近衛前久_イネ,8.245
近衛前久_イネ,8.266
近衛前久_イネ,8.266
近衛信尹_トロロアオイ,8.27
近衛信尹_イネ,8.273
近衛信尹_イネ,8.273
近衛信尹_イネ,8.273
近衛信尹_イネ,8.273
近衛信尹_イネ,8.273
近衛信尹_イネ,8.273
近衛信尹_イネ,8.273
近衛信尹_イネ,8.273
近衛信尹_イネ,8.277
近衛信尹_イネ,8.277
近衛信尹_イネ,8.277
近衛信尹_イネ,8.277
近衛信尹_イネ,8.277
近衛信尹_イネ,8.277
近衛信尹_イネ,8.277
近衛信尹_イネ,8.277
近衛信尹_イネ,8.277
近衛信尹_イネ,8.277
近衛信尹_イネ,8.277
近衛信尹_イネ,8.281
近衛信尹_イネ,8.281
近衛信尹_イネ,8.281
現生イネ,8.33
現生キビ,8.33
現生キビ,8.33
現生キビ,8.33
現生キビ,8.33
現生キビ,8.33
現生キビ,8.33
近衛前久_イネ,8.408
近衛信尹_イネ,8.411
近衛信尹_イネ,8.411
近衛信尹_イネ,8.411
近衛信尹_イネ,8.411
近衛前久_トロロアオイ,8.426
近衛信尹_イネ,8.434
近衛信尹_イネ,8.434
近衛信尹_イネ,8.434
近衛信尹_トロロアオイ,8.437
近衛信尹_トロロアオイ,8.437
近衛信尹_イネ,8.437
近衛信尹_イネ,8.441
近衛信尹_イネ,8.441
近衛信尹_イネ,8.441
近衛信尹_イネ,8.441
近衛信尹_イネ,8.441
近衛信尹_イネ,8.441
近衛信尹_イネ,8.441
近衛信尹_イネ,8.441
近衛信尹_イネ,8.441
近衛信尹_イネ,8.445
近衛信尹_イネ,8.445
近衛信尹_イネ,8.445
現生アワ,8.46
現生アワ,8.46
現生アワ,8.46
近衛信尹_イネ,8.821
近衛信尹_イネ,8.821
現生アワ,9.23
現生ヒエ,9.41
現生キビ,9.44
現生キビ,9.44
近衛前久_トロロアオイ,9.915
近衛前久_トロロアオイ,9.915
近衛前久_イネ,9.919
近衛前久_イネ,9.919
近衛信尹_イネ,9.928
近衛信尹_イネ,9.928
近衛信尹_イネ,9.933
近衛信尹_イネ,9.933
近衛信尹_イネ,9.933
近衛信尹_イネ,9.933
近衛前久_トロロアオイ,9.937
近衛信尹_イネ,9.937
近衛信尹_イネ,9.937
現生アワ,10
現生アワ,10
現生キビ,10
現生キビ,10
現生キビ,10
現生ヒエ,10
現生ヒエ,10
現生ヒエ,10
伊達政宗_トロロアオイ,10
伊達政宗_トロロアオイ,10
伊達政宗_トロロアオイ,10
伊達政宗_種不明,13.79
伊達政宗_種不明,15.418
伊達政宗_種不明,10.025
伊達政宗_イネ,10
伊達政宗_イネ,10
伊達政宗_イネ,10
伊達政宗_イネ,10
伊達政宗_イネ,10
伊達政宗_イネ,10
近衛信尹_トロロアオイ,10
近衛信尹_トロロアオイ,10
近衛信尹_トロロアオイ,10
近衛信尹_トロロアオイ,10
近衛信尹_トロロアオイ,10
近衛信尹_トロロアオイ,10.03
近衛信尹_トロロアオイ,10.061
近衛前久_トロロアオイ,10.074
近衛信尹_トロロアオイ,10.074
現生キビ,10.56
現生キビ,10.56
現生ヒエ,10.77
現生キビ,11.11
近衛前久_トロロアオイ,11.513
現生アワ,11.54
現生アワ,11.54
現生アワ,11.54
現生アワ,11.54
現生ヒエ,11.54
現生ヒエ,11.54
現生ヒエ,11.54
現生ヒエ,11.54
現生ヒエ,11.54
現生ヒエ,11.54
現生ヒエ,11.54
現生ヒエ,11.54
近衛前久_トロロアオイ,11.542
近衛信尹_トロロアオイ,11.542
近衛前久_トロロアオイ,11.568
近衛前久_トロロアオイ,11.568
近衛信尹_トロロアオイ,11.578
近衛信尹_トロロアオイ,11.578
近衛信尹_トロロアオイ,11.578
近衛前久_トロロアオイ,11.583
近衛前久_トロロアオイ,11.593
近衛前久_トロロアオイ,11.593
近衛前久_トロロアオイ,11.593
現生キビ,11.67
近衛前久_イネ,11.69
近衛前久_トロロアオイ,11.7
近衛信尹_トロロアオイ,11.711
近衛信尹_トロロアオイ,12.004
近衛前久_トロロアオイ,12.301
現生ヒエ,12.31
伊達政宗_トロロアオイ,12.5
伊達政宗_トロロアオイ,12.5
伊達政宗_トロロアオイ,12.5
伊達政宗_トロロアオイ,12.5
伊達政宗_トロロアオイ,12.5
伊達政宗_トロロアオイ,12.5
伊達政宗_トロロアオイ,12.5
伊達政宗_トロロアオイ,12.5
近衛信尹_トロロアオイ,12.5
近衛信尹_トロロアオイ,12.5
近衛信尹_トロロアオイ,12.5
近衛信尹_トロロアオイ,12.596
現生ヒエ,13.08
近衛信尹_トロロアオイ,13.191
現生アワ,13.2
現生アワ,13.2
近衛前久_トロロアオイ,13.567
近衛信尹_トロロアオイ,14.896
近衛信尹_トロロアオイ,14.932
近衛信尹_トロロアオイ,15.617
近衛前久_トロロアオイ,16.547
近衛前久_トロロアオイ,16.561
近衛前久_トロロアオイ,16.875
近衛前久_トロロアオイ,18.202
近衛信尹_トロロアオイ,18.492
近衛信尹_トロロアオイ,19.865
近衛信尹_トロロアオイ,25
